15S_rRNA		1	0
21S_rRNA		2	0
HRA1		1	0
LSR1		1	0
NME1		1	0
Q0010	Q0010	1	0
Q0017	Q0017	1	0
Q0032	Q0032	1	0
Q0045	COX1	8	0
Q0050	AI1	1	0
Q0055	AI2	2	0
Q0060	AI3	3	0
Q0065	AI4	4	0
Q0070	AI5_ALPHA	5	0
Q0075	AI5_BETA	2	0
Q0080	ATP8	1	0
Q0085	ATP6	1	0
Q0092	Q0092	1	0
Q0105	COB	6	0
Q0110	BI2	2	0
Q0115	BI3	3	0
Q0120	BI4	4	0
Q0130	OLI1	1	0
Q0140	VAR1	1	0
Q0142	Q0142	1	0
Q0143	Q0143	1	0
Q0144	Q0144	1	0
Q0160	SCEI	1	0
Q0182	Q0182	1	0
Q0250	COX2	1	0
Q0255	Q0255	3	0
Q0275	COX3	1	0
Q0297	Q0297	1	0
R0010W	FLP1	1	3
R0020C	REP1	1	14
R0030W	RAF1	1	1
R0040C	REP2	1	20
RDN18-1		1	205
RDN18-2		1	2
RDN25-1		1	1408
RDN25-2		1	59
RDN5-1		1	0
RDN5-2		1	1
RDN5-3		1	0
RDN5-4		1	0
RDN5-5		1	3
RDN5-6		1	0
RDN58-1		1	85
RDN58-2		1	1
RNA170		1	0
RPM1		1	0
RPR1		1	0
RUF5-1		1	0
RUF5-2		1	0
SCR1		1	0
SRG1		1	1
TLC1		1	0
YAL001C	TFC3	2	3
YAL002W	VPS8	1	2
YAL003W	EFB1	2	31
YAL004W	YAL004W	1	0
YAL005C	SSA1	1	31
YAL007C	ERP2	1	8
YAL008W	FUN14	1	0
YAL009W	SPO7	1	0
YAL010C	MDM10	1	0
YAL011W	SWC3	1	1
YAL012W	CYS3	1	6
YAL013W	DEP1	1	1
YAL014C	SYN8	1	0
YAL015C	NTG1	1	1
YAL016C-A	YAL016C-A	1	0
YAL016C-B	YAL016C-B	1	0
YAL016W	TPD3	1	4
YAL017W	PSK1	1	3
YAL018C	YAL018C	1	0
YAL019W	FUN30	1	5
YAL019W-A	YAL019W-A	1	0
YAL020C	ATS1	1	0
YAL021C	CCR4	1	1
YAL022C	FUN26	1	0
